,Scrip Code,COMPANY,ISIN No.,Close Price,CLEAN_COMPANY,TICKER
246,500875,ITC Ltd,INE154A01025,453.5,itc,ITC.NS
247,523610,ITI Ltd,INE248A01017,108.65,iti,ITI
248,506943,J.B.Chemicals & Pharmaceuticals Ltd.,INE572A01028,2347.0,j.b.chemicals,JBCHEPHARM.NS
249,532644,J.K. Cement Ltd.,INE823G01014,3370.55,j.k. cement,JKCEMENT.NS
250,520051,Jamna Auto Industries Ltd,INE039C01032,96.48,jamna auto industries,JAMNAAUTO.NS
251,532508,Jindal Stainless Ltd.,INE220G01021,327.65,jindal stainless,JSL.NS
252,532286,Jindal Steel & Power Ltd,INE749A01030,574.75,jindal steel,JINDALSTEL.NS
253,531543,Jindal Worldwide Ltd.,INE247D01039,334.65,jindal worldwide,JINDWORLD.NS
254,500380,JK Lakshmi Cement Ltd,INE786A01032,728.0,jk lakshmi cement,JKLAKSHMI.NS
255,532162,JK Paper Ltd.,INE789E01012,323.7,jk paper,JKPAPER.NS
256,523405,JM Financial Ltd,INE780C01023,75.04,jm financial,JMFINANCIL.NS
257,533148,JSW Energy Ltd,INE121E01018,253.5,jsw energy,JSWENERGY.NS
258,500228,JSW Steel Ltd,INE019A01038,771.55,jsw steel,JSWSTEEL.NS
259,533155,Jubilant FoodWorks Ltd,INE797F01020,493.9,jubilant foodworks,JUBLFOOD.NS
260,543271,Jubilant Ingrevia Limited,INE0BY001018,463.25,jubilant ingrevia limited,JUBLINGREA.NS
261,530019,Jubilant Pharmova Sciences Ltd,INE700A01033,409.3,jubilant pharmova sciences,NA
262,535648,Just Dial Ltd,INE599M01018,769.55,just dial,JUSTDIAL.NS
263,532926,Jyothy Labs Ltd,INE668F01031,213.65,jyothy labs,JYOTHYLAB.NS
264,500233,Kajaria Ceramics Ltd.,INE217B01036,1289.65,kajaria ceramics,KAJARIACER.NS
265,522287,Kalpataru Projects International Ltd,INE220B01022,544.4,kalpataru projects international,KPIL.BO
266,543278,Kalyan Jewellers India Ltd,INE303R01014,132.85,kalyan jewellers india,KALYANKJIL.NS
267,500165,Kansai Nerolac Paints Ltd.,INE531A01024,459.85,kansai nerolac paints,KANSAINER.NS
268,532714,KEC International Ltd/India,INE389H01022,570.1,kec international,KEC.NS
269,517569,KEI Industries Ltd,INE878B01027,2239.15,kei industries,KEI.NS
270,540680,KIOCL Ltd,INE880L01014,191.5,kiocl,KIOCL.NS
271,532942,KNR Constructions Ltd,INE634I01029,245.65,knr constructions,KNRCON.NS
272,500247,Kotak Mahindra Bank Ltd,INE237A01028,1823.95,kotak mahindra bank,KOTAKBANK.NS
273,542651,KPIT Technologies Ltd,INE04I401011,1072.0,kpit technologies,KPITTECH.NS
274,532889,KPR Mill Ltd,INE930H01031,637.3,kpr mill,KPRMILL.NS
275,530813,KRBL Ltd,INE001B01026,351.65,krbl,KRBL.NS
276,543308,Krishna Institute of Medical Sciences Ltd,INE967H01017,1700.05,krishna institute of medical sciences,KIMS.NS
277,500249,KSB Ltd,INE999A01015,2179.45,ksb,KSB3.DE
278,533519,L&T Finance Holdings Ltd,INE498L01015,118.1,l,BZ=F
279,540115,L&T Technology Services Ltd,INE010V01017,3908.5,l,BZ=F
280,526947,La Opala Rg Ltd.,INE059D01020,406.5,la opala rg,LAOPALA.NS
281,500252,Lakshmi Machine Works Ltd,INE269B01029,12815.4,lakshmi machine works,LAXMIMACH.NS
282,500510,Larsen & Toubro Ltd,INE018A01030,2363.2,larsen,LT.NS
283,543398,Latent View Analytics Ltd,INE0I7C01011,351.45,latent view analytics,LATENTVIEW.NS
284,540222,Laurus Labs Ltd,INE947Q01028,364.55,laurus labs,LAURUSLABS.NS
285,543277,Laxmi Organic Industries Ltd,INE576O01020,266.0,laxmi organic industries,LXCHEM.NS
286,541233,Lemon Tree Hotels Ltd,INE970X01018,94.69,lemon tree hotels,LEMONTREE.NS
287,500253,LIC Housing Finance Ltd,INE115A01026,384.35,lic housing finance,LICHSGFIN.NS
288,543526,Life Insurance Corporation of India,INE0J1Y01017,618.3,life insurance corporation of india,LICI.NS
289,523457,Linde India Ltd,INE473A01011,4362.55,linde india,LINDEINDIA.NS
290,512455,Lloyds Metals & Energy Ltd.,INE281B01032,380.65,lloyds metals,LLOYDSME.BO
291,540005,LTIMindtree Ltd,INE214T01019,5049.7,ltimindtree,LTIM.NS
292,500257,Lupin Ltd,INE326A01037,825.15,lupin,LUPIN.NS
293,543287,Macrotech Developers Ltd,INE670K01029,629.95,macrotech developers,LODHA.NS
294,539957,Mahanagar Gas Ltd,INE002S01010,1031.45,mahanagar gas,MGL.NS
295,500266,Maharashtra Scooters Ltd.,INE288A01013,5439.55,maharashtra scooters,MAHSCOOTER.NS
296,532720,Mahindra & Mahindra Financial Services Ltd,INE774D01024,316.4,mahindra,KOTAKBANK.NS
297,500520,Mahindra & Mahindra Ltd,INE101A01026,1403.3,mahindra,KOTAKBANK.NS
298,533088,Mahindra Holidays & Resorts India Ltd,INE998I01010,289.6,mahindra holidays,MHRIL.NS
299,532313,Mahindra Lifespace Developers Ltd,INE813A01018,463.35,mahindra lifespace developers,MAHLIFE.NS
300,531213,Manappuram Finance Ltd,INE522D01027,127.15,manappuram finance,MANAPPURAM.NS
301,500109,Mangalore Refinery & Petrochemicals Ltd,INE103A01014,78.7,mangalore refinery,MRPL.NS
302,531642,Marico Ltd,INE196A01026,535.4,marico,MARICO.NS
303,532500,Maruti Suzuki India Ltd,INE585B01010,9526.9,maruti suzuki india,MARUTI.NS
304,540749,MAS Financial Services Ltd,INE348L01012,772.2,mas financial services,MASFIN.NS
305,523704,Mastek Ltd,INE759A01021,1982.15,mastek,MASTEK.NS
306,500271,Max Financial Services Ltd,INE180A01020,688.95,max financial services,MFSL.NS
307,543220,Max Healthcare Institute Ltd,INE027H01010,601.35,max healthcare institute,MAXHEALTH.NS
308,543237,Mazagon Dock Shipbuilders Ltd,INE249Z01012,1218.0,mazagon dock shipbuilders,MAZDOCK.NS
309,543427,Medplus Health Services Ltd,INE804L01022,800.35,medplus health services,MEDPLUS.NS
310,543426,Metro Brands Ltd,INE317I01021,988.8,metro br,METROBRAND.NS
311,542650,Metropolis Healthcare Ltd,INE112L01020,1374.5,metropolis healthcare,METROPOLIS.NS
312,538962,Minda Corporation Ltd,INE842C01021,286.15,minda corporation,MINDACORP.NS
313,541195,Mishra Dhatu Nigam Ltd,INE099Z01011,283.95,mishra dhatu nigam,MIDHANI.NS
314,513377,MMTC LTD,INE123F01029,32.36,mmtc,MMTC.NS
315,543498,Motherson Sumi Wiring India Ltd,INE0FS801015,57.76,motherson sumi wiring india,MSUMI.NS
316,532892,Motilal Oswal Financial Services Ltd,INE338I01027,714.9,motilal oswal financial services,MOTILALOFS.NS
317,526299,MphasiS Ltd,INE356A01018,1873.1,mphasis,MPHASIS.NS
318,500290,MRF Ltd,INE883A01011,99735.35,mrf,MRF.NS
319,534091,Multi Commodity Exchange of India Limited,INE745G01035,1570.2,multi commodity exchange of india limited,MCX.NS
320,533398,Muthoot Finance Ltd,INE414G01012,1180.65,muthoot finance,MUTHOOTFIN.NS
321,539551,Narayana Hrudayalaya Ltd,INE410P01011,1006.65,narayana hrudayalaya,NH.NS
322,524816,Natco Pharma Ltd,INE987B01026,631.25,natco pharma,NATCOPHARM.NS
323,532234,National Aluminium Co Ltd,INE139A01034,84.6,national aluminium co,NATIONALUM.NS
324,532504,Navin Fluorine International Ltd.,INE048G01026,4641.2,navin fluorine international,NAVINFLUOR.BO
325,534309,NBCC (India) Ltd,INE095N01031,41.18,nbcc (india),NBCC.NS
326,500294,NCC Ltd/India,INE868B01028,120.15,ncc,NCC.NS
327,505355,Nesco Ltd.,INE317F01035,635.0,nesco,NESCO.NS
328,500790,Nestle India Ltd,INE239A01016,22784.6,nestle india,NESTLEIND.NS
329,532798,Network 18 Media & Investments Ltd,INE870H01013,66.53,network 18 media,NETWORK18.NS
330,533098,NHPC Ltd,INE848E01016,45.54,nhpc,NHPC.NS
331,540767,Nippon Life India Asset Management Ltd,INE298J01013,245.85,nippon life india asset management,NAM-INDIA.NS
332,513683,NLC India Ltd,INE589A01014,96.84,nlc india,NLCINDIA.NS
333,526371,NMDC Ltd,INE584A01023,106.2,nmdc,NMDC.NS
334,500730,NOCIL Ltd.,INE163A01018,218.95,nocil,NOCIL.NS
335,532555,NTPC Ltd,INE733E01010,185.7,ntpc,NTPC.NS
336,543334,Nuvoco Vistas Corporation Ltd,INE118D01016,353.0,nuvoco vistas corporation,NUVOCO.NS
337,533273,Oberoi Realty Ltd,INE093I01010,1008.4,oberoi realty,OBEROIRLTY.NS
338,500312,Oil & Natural Gas Corp Ltd,INE213A01029,157.7,oil,CL=F
339,533106,Oil India Ltd,INE274J01014,253.95,oil india,OIL.NS
340,543396,One 97 Communications Ltd,INE982J01020,870.75,one 97 communications,PAYTM.NS
341,532466,Oracle Financial Services Software Ltd,INE881D01027,3866.0,oracle financial services software,OFSS.NS
342,541301,Orient Electric Ltd,INE142Z01019,244.45,orient electric,ORIENTELEC.NS
343,532827,Page Industries Ltd,INE761H01022,38824.85,page industries,PAGEIND.NS
344,500368,Patanjali Foods Limited,INE619A01035,1165.55,patanjali foods limited,PATANJALI.NS
345,543390,PB Fintech Ltd,INE417T01026,661.15,pb fintech,POLICYBZR.NS
346,506590,PCBL Ltd,INE602A01031,157.85,pcbl,PCBL.NS
347,533179,Persistent Systems Ltd,INE262H01013,4939.45,persistent systems,PERSISTENT.NS
348,532522,Petronet LNG Ltd,INE347G01014,225.85,petronet lng,PETRONET.NS
349,500680,Pfizer Ltd (India),INE182A01018,3845.65,pfizer,PFE
350,503100,Phoenix Mills Ltd,INE211B01039,1568.25,phoenix mills,PHOENIXLTD.NS
351,523642,PI Industries Ltd,INE603J01030,3855.7,pi industries,PIDILITIND.NS
352,500331,Pidilite Industries Ltd,INE318A01026,2670.95,pidilite industries,PIDILITIND.NS
353,500302,Piramal Enterprises Ltd,INE140A01024,792.35,piramal enterprises,PEL.NS
354,543635,Piramal Pharma Ltd,INE0DK501011,93.93,piramal pharma,PPLPHARMA.NS
355,540173,PNB Housing Finance Ltd,INE572E01012,570.45,pnb housing finance,PNBHOUSING.NS
356,539150,PNC Infratech Ltd,INE195J01029,332.8,pnc infratech,PNCINFRA.NS
357,531768,Poly Medicure Ltd,INE205C01021,1145.45,poly medicure,POLYMED.NS
358,542652,Polycab India Ltd,INE455K01017,3531.45,polycab india,POLYCAB.NS
359,524051,Polyplex Corp. Ltd.,INE633B01018,1355.5,polyplex corp.,POLYPLEX.NS
360,524000,Poonawalla Fincorp Ltd,INE511C01022,341.25,poonawalla fincorp,POONAWALLA.NS
361,532810,Power Finance Corp Ltd,INE134E01011,197.3,power finance corp,PFC.NS
362,532898,Power Grid Corp of India Ltd,INE752E01010,243.0,power grid corp of india,POWERGRID.NS
363,522205,Praj Industries Ltd,INE074A01025,393.1,praj industries,PRAJIND.NS
364,533274,Prestige Estates Projects Ltd,INE811K01011,569.0,prestige estates projects,PRESTIGE.NS
365,542907,Prince Pipes and Fittings Ltd,INE689W01016,672.1,prince pipes,PRINCEPIPE.NS
366,500338,Prism Johnson Ltd,INE010A01011,127.75,prism johnson,PRSMJOHNSN.NS
367,530117,Privi Speciality Chemicals Ltd,INE959A01019,1101.35,privi speciality chemicals,PRIVISCL.NS
368,500126,Procter & Gamble Health Limited,INE199A01012,5078.6,procter,PG
369,500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,13918.4,procter,PG
370,533295,Punjab & Sind Bank,INE608A01012,31.32,punjab,PNB.NS
371,532461,Punjab National Bank,INE160A01022,51.98,punjab national bank,PNB.NS
372,532689,PVR INOX Ltd,INE191H01014,1423.5,pvr inox,PVRINOX.NS
373,539978,Quess Corp Ltd,INE615P01015,434.15,quess corp,QUESS.NS
374,532497,Radico Khaitan Ltd,INE944F01028,1196.45,radico khaitan,RADICO.NS
375,542649,Rail Vikas Nigam Ltd,INE415G01027,124.4,rail vikas nigam,RVNL.NS
376,500339,Rain Industries Limited,INE855B01025,172.75,rain industries limited,RAIN.NS
377,543524,Rainbow Children's Medicare Ltd,INE961O01016,961.55,rainbow children's medicare,RAINBOW.NS
378,531500,Rajesh Exports Ltd,INE343B01030,565.95,rajesh exports,RAJESHEXPO.NS
379,500355,Rallis India Ltd,INE613A01020,193.75,rallis india,RALLIS.NS
380,500260,Ramco Cements Ltd,INE331A01037,934.4,ramco cements,RAMCOCEM.NS
381,524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,108.6,rashtriya chemicals,RCF.NS
382,520111,Ratnamani Metals & Tubes Ltd,INE703B01027,2325.95,ratnamani metals,RATNAMANI.NS
383,500330,Raymond Ltd.,INE301A01014,1731.4,raymond,RJF
384,540065,RBL Bank Ltd,INE976G01028,171.95,rbl bank,RBLBANK.NS
385,532955,REC Ltd,INE020B01018,153.05,rec,RECAF
386,532805,Redington Ltd,INE891D01026,187.3,redington,REDINGTON.NS
387,530517,Relaxo Footwears Ltd,INE131B01039,909.75,relaxo footwears,RELAXO.NS
388,500325,Reliance Industries Ltd,INE002A01018,2551.5,reliance industries,RELIANCE.NS
389,543248,Restaurant Brands Asia Ltd,INE07T201019,113.25,restaurant br,QSR
390,534076,Rhi Magnesita India Ltd,INE743M01012,673.05,rhi magnesita india,RHIM.NS
391,541556,RITES Ltd,INE320J01015,393.75,rites,RITES.NS
392,543213,Rossari Biotech Ltd,INE02A801020,848.25,rossari biotech,ROSSARI.NS
393,543228,Route Mobile Ltd,INE450U01017,1572.45,route mobile,ROUTE.NS
394,517334,Samvardhana Motherson International Ltd,INE775A01035,81.16,samvardhana motherson international,MOTHERSON.NS
395,500674,Sanofi India Ltd,INE058A01010,6849.6,sanofi india,SANOFI.NS
396,543397,Sapphire Food India Ltd,INE806T01012,1374.15,sapphire food india,SAPPHIRE.NS
397,532163,Saregama India Ltd,INE979A01025,340.55,saregama india,SAREGAMA.NS
398,543066,SBI Cards and Payment Services Limited,INE018E01016,905.5,sbi cards,SBICARD.NS
399,540719,SBI Life Insurance Company Ltd,INE123W01016,1280.7,sbi life insurance company,SBILIFE.NS
400,505790,Schaeffler India Ltd,INE513A01022,3186.85,schaeffler india,SCHAEFFLER.NS
401,540203,Sheela Foam Ltd,INE916U01025,1197.6,sheela foam,SFL.NS
402,532638,Shoppers Stop Ltd,INE498B01024,804.15,shoppers stop,SHOPERSTOP.NS
403,500387,Shree Cement Ltd,INE070A01015,25977.45,shree cement,SHREECEM.NS
404,532670,Shree Renuka Sugars Ltd,INE087H01022,43.34,shree renuka sugars,RENUKA.NS
405,511218,Shriram Finance Ltd,INE721A01013,1469.6,shriram finance,SHRIRAMFIN.NS
406,543299,Shyam Metalics and Energy Ltd,INE810G01011,349.55,shyam metalics,SHYAMMETL.NS
407,500550,Siemens India Ltd,INE003A01024,3806.1,siemens india,SIEMENS.NS
408,540673,SIS Limited,INE285J01028,406.1,sis limited,SIS.NS
409,533206,SJVN Ltd,INE002L01015,38.5,sjvn,SJVN.NS
410,500472,SKF India Ltd,INE640A01023,4795.95,skf india,SKFINDIA.NS
411,532784,Sobha Limited,INE671H01015,550.15,sobha limited,SOBHA.NS
412,532725,Solar Industries India Ltd,INE343H01029,3831.3,solar industries india,SOLARINDS.NS
413,543300,Sona BLW Precision Forgings Ltd,INE073K01018,522.1,sona blw precision forgings,SONACOMS.NS
414,532221,Sonata Software Ltd,INE269A01021,1015.5,sonata software,SONATSOFTW.NS
415,503806,SRF Ltd,INE647A01010,2404.7,srf,SRF.NS
416,540575,Star Cement Ltd,INE460H01021,143.6,star cement,STARCEMENT.NS
417,543412,Star Health and Allied Insurance Company Ltd,INE575P01011,541.5,star health,STARHEALTH.NS
418,500112,State Bank of India,INE062A01020,568.8,state bank of india,SBIN.NS
419,500113,Steel Authority of India Ltd,INE114A01011,85.9,steel authority of india,SAIL.NS
420,542760,Sterling and Wilson Renewable Energy Ltd,INE00M201021,305.45,sterling,STRL
421,532374,Sterlite Technologies Ltd.,INE089C01029,151.5,sterlite technologies,STLTECH.NS
422,542920,Sumitomo Chemical India Ltd,INE258G01013,428.15,sumitomo chemical india,SUMICHEM.NS
423,532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,196.4,sun pharma advanced research co,SPARC.NS
424,524715,Sun Pharmaceutical Industries Ltd,INE044A01036,1001.25,sun pharmaceutical industries,SUNPHARMA.NS
425,532733,Sun TV Network Ltd,INE424H01027,442.9,sun tv network,SUNTV.NS
426,520056,Sundaram Clayton Ltd,INE105A01035,4777.25,sundaram clayton,SUNCLAYLTD.NS
427,500403,Sundaram Fastners,INE387A01021,1193.0,sundaram fastners,NA
428,512179,Sunteck Realty Ltd,INE805D01034,283.65,sunteck realty,SUNTECK.NS
429,509930,Supreme Industries,INE195A01028,2990.65,supreme industries,SUPREMEIND.NS
430,500405,Supreme Petrochem Ltd.,INE663A01033,412.45,supreme petrochem,SPLPETRO.NS
431,543064,Suven Pharmaceuticals Limited,INE03QK01018,486.45,suven pharmaceuticals limited,SUVENPHAR.NS
432,532667,Suzlon Energy Ltd,INE040H01021,14.53,suzlon energy,SUZLON.NS
433,503310,Swan Energy Ltd.,INE665A01038,234.2,swan energy,SWANENERGY.BO
434,517385,Symphony Ltd,INE225D01027,910.05,symphony,SIHL.L
435,539268,Syngene International Ltd,INE398R01022,742.95,syngene international,SYNGENE.NS
436,543596,Tamilnad Mercantile Bank Ltd,INE668A01016,425.85,tamilnad mercantile bank,TMB.NS
437,532790,Tanla Platforms Ltd,INE483C01032,1029.3,tanla platforms,TANLA.NS
438,500770,Tata Chemicals Ltd,INE092A01019,978.95,tata chemicals,TATACHEM.NS
439,532301,Tata Coffee Ltd.,INE493A01027,248.5,tata coffee,TATACOFFEE.NS
440,500483,Tata Communications Ltd,INE151A01013,1590.65,tata communications,TATACOMM.NS
441,532540,Tata Consultancy Services Ltd,INE467B01029,3209.65,tata consultancy services,TCS.NS
442,500800,Tata Consumer Products Ltd,INE192A01025,856.75,tata consumer products,TATACONSUM.NS
443,500408,Tata Elxsi Ltd,INE670A01012,7682.5,tata elxsi,TATAELXSI.NS
444,501301,Tata Investment Corp Ltd,INE672A01018,2413.4,tata investment corp,TATAINVEST.NS
445,500570,Tata Motors Ltd,INE155A01022,565.75,tata motors,TATAMOTORS.NS
446,570001,Tata Motors Ltd DVR,IN9155A01020,311.0,tata motors,TATAMOTORS.NS
447,500400,Tata Power Co Ltd,INE245A01021,223.15,tata power co,TATAPOWER.NS
448,500470,Tata Steel Ltd,INE081A01020,114.0,tata steel,TATASTEEL.NS
449,532371,Tata Teleservices Maharashtra Ltd,INE517B01013,75.92,tata teleservices maharashtra,TTML.NS
450,540212,TCI Express Ltd,INE586V01016,1636.95,tci express,TCIEXP.NS
451,539658,TeamLease Services Ltd,INE985S01024,2406.8,teamlease services,TEAMLEASE.NS
452,532755,Tech Mahindra Ltd,INE669C01036,1093.2,tech mahindra,TECHM.NS
453,540595,Tejas Networks Ltd,INE010J01012,711.05,tejas networks,TEJASNET.NS
454,540769,The New India Assurance Company Ltd,INE470Y01017,121.85,the new india assurance company,NIACL.NS
455,500411,Thermax Ltd,INE152A01029,2383.65,thermax,THERMAX.NS
456,522113,Timken India Ltd.,INE325A01013,3485.5,timken india,TIMKEN.NS
457,500114,Titan Co Ltd,INE280A01028,2969.55,titan co,TITAN.NS
458,500420,Torrent Pharmaceuticals Ltd,INE685A01028,1857.95,torrent pharmaceuticals,TORNTPHARM.NS
459,532779,Torrent Power Ltd,INE813H01021,673.05,torrent power,TORNTPOWER.NS
460,500251,Trent Ltd.,INE849A01020,1706.1,trent,TRENT.NS
461,521064,Trident Ltd.,INE064C01022,33.36,trident,TRIDENT.NS
462,533655,Triveni Turbine Limited,INE152M01016,408.05,triveni turbine limited,TRITURBINE.NS
463,517506,TTK Prestige Ltd,INE690A01028,747.65,ttk prestige,TTKPRESTIG.NS
464,540762,Tube Investments Of India,INE974X01010,2974.6,tube investments of india,TIINDIA.NS
465,532800,TV18 Broadcast Ltd,INE886H01027,40.23,tv18 broadcast,TV18BRDCST.NS
466,532343,TVS Motor Co Ltd,INE494B01023,1337.85,tvs motor co,TVSMOTOR.NS
467,532505,UCO Bank,INE691A01018,26.71,uco bank,UCOBANK.NS
468,500148,Uflex Ltd,INE516A01017,425.5,uflex,UFLEX.NS
469,532538,UltraTech Cement Ltd,INE481G01011,8267.45,ultratech cement,ULTRACEMCO.NS
470,532477,Union Bank of India,INE692A01016,71.52,union bank of india,UNIONBANK.NS
471,532478,United Breweries Ltd,INE686F01025,1493.45,united breweries,UBL.NS
472,532432,United Spirits Ltd,INE854D01024,898.75,united spirits,MCDOWELL-N.NS
473,532539,UNO Minda Ltd,INE405E01023,585.25,uno minda,UNOMINDA.NS
474,512070,UPL Ltd,INE628A01036,685.75,upl,UPLD
475,543238,UTI Asset Management Company Ltd,INE094J01016,686.3,uti asset management company,UTIAMC.NS
476,532953,V-Guard Industries Ltd,INE951I01027,257.05,v-guard industries,VGUARD.NS
477,534976,V-Mart Retail Limited,INE665J01013,2105.05,v-mart retail limited,VMART.NS
478,532156,Vaibhav Global Ltd,INE884A01027,312.65,vaibhav global,VAIBHAVGBL.NS
479,502986,Vardhman Textiles Ltd.,INE825A01020,359.05,vardhman textiles,VTL.NS
480,541578,Varroc Engineering Ltd,INE665L01035,330.15,varroc engineering,VARROC.NS
481,540180,Varun Beverages Ltd,INE200M01021,801.6,varun beverages,VBL.NS
482,543463,Vedant Fashions Ltd,INE825V01034,1340.1,vedant fashions,MANYAVAR.NS
483,500295,Vedanta Ltd,INE205A01025,280.5,vedanta,VEDL.NS
484,524200,Vinati Organics Ltd,INE410B01037,1840.65,vinati organics,VINATIORGA.NS
485,507880,VIP Industries Ltd,INE054A01027,653.35,vip industries,VIPIND.NS
486,532822,Vodafone Idea Ltd,INE669E01016,7.64,vodafone idea,IDEA.NS
487,500575,Voltas Ltd,INE226A01021,789.35,voltas,VOLTAS.NS
488,509966,VST Industries Ltd.,INE710A01016,3439.65,vst industries,VSTIND.NS
489,532144,Welspun Corp Ltd,INE191B01025,265.65,welspun corp,WELCORP.NS
490,514162,Welspun India Ltd.,INE192B01031,92.61,welspun india,WELSPUNIND.NS
491,505533,Westlife Development Ltd,INE274F01020,853.9,westlife development,WESTLIFE.NS
492,500238,Whirlpool of India Ltd,INE716A01013,1451.0,whirlpool of india,WHIRLPOOL.NS
493,507685,Wipro Ltd,INE075A01022,380.05,wipro,WIT
494,532648,Yes Bank Ltd,INE528G01035,16.23,yes bank,YESBANK.NS
495,505537,Zee Entertainment Enterprises Ltd,INE256A01028,185.3,zee entertainment enterprises,ZEEL.NS
496,504067,Zensar Technologies Ltd,INE520A01027,390.75,zensar technologies,ZENSARTECH.NS
497,533023,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,11989.85,zf commercial vehicle control systems india,ZFCVINDIA.NS
498,543320,Zomato Ltd,INE758T01015,75.83,zomato,ZOMATO.NS
499,532321,Zydus Lifesciences Ltd,INE010B01027,554.35,zydus lifesciences,ZYDUSLIFE.NS
500,531335,Zydus Wellness Ltd,INE768C01010,1497.6,zydus wellness,ZYDUSWELL.NS
